ClassOrClub,BillingFirstName,BillingLastName,BillingCompany,BillingAddress,BillingAddress2,BillingCity,BillState,BillZipCode,BillCountry,BillPhone,BillEmail,BirthDate,ShipFirstName,ShipLastName,ShipCompany,ShipAddress,ShipAddress2,ShipCity,ShipState,ShipZipCode,ShipCountry,ShipPhone,ShipEmail,CCNumber,CCExpMonth,CCExpYear,NameOnCard,Pickup,PickupLocation,SignUpDate,OnHoldUntil,WineClubNotes,AccountNotes,Password,OptIn,TaxExempt,CustNum
Consumer,RICK,BELISLE,,,,,,,UNITED STATES,,Rickbel@op.net,1/1/1960 0:00,,,,,,Bellevue,WA,98006,UNITED STATES,,,,,,,,,3/31/2021 16:25,,,"(Date: 2021-08-26 10:18:51.8071968, Author: Customer, Note: Reservation: 1:00 PM / Hank Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160435&#x0D;
	Order #: 3380&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Hank Huff&#x0D;
	512-555-5555&#x0D;
	hank@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-26 09:18:39.5390286, Author: Customer, Note: Reservation: 2:30 PM / Hank Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 2:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160401&#x0D;
	Order #: 3376&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Hank Huff&#x0D;
	526-369-7895&#x0D;
	hank@orderport.net&#x0D;
Notes: &#x0D;
	test)",,N,N,9494
Consumer,RICK,BELISLE,,,,,,,UNITED STATES,,Rtyu@op.wine,1/2/1959 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/31/2021 16:32,,"(Date: 2021-08-09 11:46:32.4130916, Author: Customer, Note: Reservation: 6:00 PM / Lisa Smith / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 154151&#x0D;
	Order #: 3162&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Lisa Smith&#x0D;
	205-555-3488&#x0D;
	lisasmith212@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9495
Black Diamond,Nanny,Jones,,56780 Jack Nicklaus Boulevard,,La Quinta,CA,92253,UNITED STATES,456-778-8888,nannyjones@op.net,11/30/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,Y,Tasting Room,3/31/2021 16:35,,,,,Y,N,9496
Black Diamond,Mandy,Mopit,,2354 Dunlop Court,,Colton,CA,92324,UNITED STATES,567-890-7777,mandymopit@op.net,11/7/1953 0:00,Mandy,Mopit,,2354 Dunlop Court,,Colton,CA,92324,UNITED STATES,567-890-7777,mandymopit@op.net,,,,,Y,Winery,3/31/2021 17:43,,,,,Y,N,9497
Consumer,Franny,Flag,,45682 Towne Street,,Indio,CA,92201,UNITED STATES,543-678-9999,frannyflag@op.net,11/1/1963 0:00,,,,,,,,,UNITED STATES,,,,,,,,,3/31/2021 18:26,,"(Date: 2021-07-23 17:07:26.7002200, Author: Customer, Note: Reservation: 11:00 AM / Rick Balile / 2 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 07/28/2021&#x0D;
	Time: 11:00 AM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 147370&#x0D;
Contact Person&#x0D;
	Rick Balile&#x0D;
	206-399-6100&#x0D;
	Rbalile@op.net&#x0D;
Notes: &#x0D;
	Need wheelchair access)",,,N,N,9498
Consumer,Mihai,Scutariu,,123 main st,,Bellevue,WA,98006,UNITED STATES,211-111-1111,mihai.sc@orderport.net,3/11/1989 0:00,Mihai,Scutariu,,123 main st,,Bellevue,WA,98006,UNITED STATES,211-111-1111,mihai.sc@orderport.net,,,,,,,4/1/2021 2:13,,"(Date: 2021-09-01 14:43:53.8831205, Author: Customer, Note: Reservation: 6:00 PM / mark hegewald / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 09/11/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162752&#x0D;
	Order #: 3444&#x0D;
	Prepaid: $60.00&#x0D;
Contact Person&#x0D;
	mark hegewald&#x0D;
	206-224-2345&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-05 16:53:53.4027017, Author: Customer, Note: Reservation: 4:30 PM / Mark Ratzlaff / 1 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/06/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 1&#x0D;
	Reservation #: 152634&#x0D;
Contact Person&#x0D;
	Mark Ratzlaff&#x0D;
	333-333-3333&#x0D;
	hegewald@orderport.net&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-07-29 10:16:02.5148868, Author: Customer, Note: Reservation: 4:00 PM / Tommy Harris / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149427&#x0D;
	Order #: 3063&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Harris&#x0D;
	156-456-5645&#x0D;
	tommy2342342@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9499
Consumer,Laura,A,,,,,,,UNITED STATES,,laura@op.po,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,4/1/2021 12:18,,,"(Date: 2021-07-29 09:52:01.1483567, Author: Customer, Note: Reservation: 4:00 PM / Tommy Lewis / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149410&#x0D;
	Order #: 3062&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Lewis&#x0D;
	512-555-5555&#x0D;
	tommy234234@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9501
Friends and Family,Billy,Bob,,67890 California 111,,Cathedral City,CA,92234,UNITED STATES,456-777-7888,billybob@op.net,5/1/1960 0:00,,,,,,Bellevue,WA,98006,UNITED STATES,,,,,,,Y,Tasting Room,4/4/2021 17:43,,"(Date: 2021-07-29 09:52:01.1483567, Author: Customer, Note: Reservation: 4:00 PM / Tommy Lewis / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149410&#x0D;
	Order #: 3062&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Lewis&#x0D;
	512-555-5555&#x0D;
	tommy234234@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,,N,N,9506
Consumer,Randi,Morrow,,43430 Monroe Street,,Indio,CA,92201,UNITED STATES,234-555-5666,Randimorrow@op.net,1/1/1960 0:00,Randi,Morrow,,43430 Monroe Street,,Indio,CA,92201,UNITED STATES,234-555-5666,Randimorrow@op.net,,,,,,,4/5/2021 9:52,,,"(Date: 2021-07-27 15:15:52.0024687, Author: Customer, Note: Reservation: 4:30 PM / Timmy Huff / 6 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 6&#x0D;
	Reservation #: 148828&#x0D;
	Order #: 3059&#x0D;
	Prepaid: $132.12&#x0D;
Contact Person&#x0D;
	Timmy Huff&#x0D;
	456-456-8435&#x0D;
	timh888@orderport.net&#x0D;
Notes: &#x0D;
	test message)",,N,N,9509
Consumer,Bill,Vine,,,,,,98407,UNITED STATES,,billvine@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,4/5/2021 11:49,,"(Date: 2021-04-19 13:24:57.6661974, Author: natpayne123, Note: Loves red wine)","(Date: 2021-09-01 14:47:29.7524349, Author: Customer, Note: Reservation: 3:00 PM / tad Radwelll / 4 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 10/08/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 4&#x0D;
	Reservation #: 162755&#x0D;
	Order #: 3446&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	tad Radwelll&#x0D;
	999-999-9999&#x0D;
	manager@oldoworldtastingroom.com&#x0D;
Notes: &#x0D;
	Test this out)",,N,N,9514
Consumer,Rick,Terrace,,56785 Mountain View,,La Quinta,CA,92253,UNITED STATES,456-777-7888,rickterrace@op.net,1/1/1960 0:00,,,,,,Bellevue,WA,98006,UNITED STATES,,,,,,,,,4/5/2021 15:07,,"(Date: 2021-08-25 14:09:46.3787095, Author: Aztlan, Note: Reservation: Reservation Scheduled&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/25/2021&#x0D;
	Time: 3:15 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 160159&#x0D;
	Order #: 3313&#x0D;
Contact Person&#x0D;
	Carlos Reiner&#x0D;
	125-331-4896&#x0D;
	cpjr90@gmail.com&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-05 12:08:29.0651549, Author: Customer, Note: Reservation: 10:00 AM / john doe / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152213&#x0D;
Contact Person&#x0D;
	john doe&#x0D;
	111-111-1111&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 16:10:58.4740183, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150138&#x0D;
	Order #: 3072&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 16:04:47.3582958, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150134&#x0D;
	Order #: 3071&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:58:57.0431368, Author: Customer, Note: Reservation: 4:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150127&#x0D;
	Order #: 3070&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 15:56:20.0582375, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150124&#x0D;
	Order #: 3069&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:51:46.2343535, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150117&#x0D;
	Order #: 3068&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:49:29.3688317, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150114&#x0D;
	Order #: 3067&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:44:56.4185934, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150111&#x0D;
	Order #: 3066&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:30:09.3459351, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150097&#x0D;
	Order #: 3065&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)",,N,N,9518
Consumer,Rick,Burger,,,,,,,UNITED STATES,,rickburger@op.net,1/1/1960 0:00,,,,,,,,,UNITED STATES,,,,,,,,,4/11/2021 11:22,,"(Date: 2021-07-22 14:01:32.2421705, Author: Customer, Note: Reservation: 2:00 PM / Carlos Reiner / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 146701&#x0D;
	Order #: 3014&#x0D;
Contact Person&#x0D;
	Carlos Reiner&#x0D;
	125-331-4896&#x0D;
	cpjr90@gmail.com&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-05 10:06:24.9965100, Author: Customer, Note: Reservation: 4:30 PM / John Williams / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 4:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152127&#x0D;
	Order #: 3081&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	John Williams&#x0D;
	454-545-5454&#x0D;
	23649236492@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9523
Consumer,Terry,Todd,,1287 120th Avenue Northeast,,Bellevue,WA,98005,UNITED STATES,234-543-2121,terrytodd@op.net,1/1/1966 0:00,Terry,Todd,,1287 120th Avenue Northeast,,Bellevue,WA,98005,UNITED STATES,234-543-2121,terrytodd@op.net,,,,,,,4/12/2021 8:21,,"(Date: 2021-07-29 12:39:11.1260160, Author: Customer, Note: Reservation: 3:00 PM / Bonnie Kakos / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/14/2021&#x0D;
	Time: 3:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 149504&#x0D;
	Order #: 3064&#x0D;
Contact Person&#x0D;
	Bonnie Kakos&#x0D;
	805-226-4005&#x0D;
	bonnie@pianettawinery.com&#x0D;
Notes: &#x0D;
	Can not wait)",,,N,N,9526
Black Diamond,Calvin,Klein,,234 Kleinpell Avenue,,Bakersfield,CA,93309,UNITED STATES,123-654-7890,calvin@op.po,4/17/1980 0:00,Calvin,Klein,,234 Kleinpell Avenue,,Bakersfield,CA,93309,UNITED STATES,123-654-7890,calvin@op.po,,,,,Y,Tasting Room,4/12/2021 13:24,,,,,Y,N,9532
Black Diamond,Lady,Gaga,,333 Lakeside Drive,,Foster City,CA,94404,UNITED STATES,233-577-7999,monster@gaga.com,7/16/1983 0:00,Lady,Gaga,,333 Lakeside Drive,,Foster City,CA,94404,UNITED STATES,233-577-7999,monster@gaga.com,,,,,Y,Tasting Room,4/12/2021 13:41,,,"(Date: 2021-07-29 10:16:02.5148868, Author: Customer, Note: Reservation: 4:00 PM / Tommy Harris / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 149427&#x0D;
	Order #: 3063&#x0D;
	Prepaid: $66.06&#x0D;
Contact Person&#x0D;
	Tommy Harris&#x0D;
	156-456-5645&#x0D;
	tommy2342342@orderport.net&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9534
Consumer,Brent,Burns,,3717 n 34th st,,Tacoma,WA,98407,UNITED STATES,456-777-7888,brentburns@op.net,10/1/1960 0:00,Brent,Burns,,3717 n 34th st,,Tacoma,WA,98407,UNITED STATES,456-777-7888,brentburns@op.net,,,,,,,4/12/2021 13:49,,"(Date: 2021-08-05 12:08:29.0651549, Author: Customer, Note: Reservation: 10:00 AM / john doe / 3 people&#x0D;
Details&#x0D;
	Location: Bistro&#x0D;
	Date: 08/07/2021&#x0D;
	Time: 10:00 AM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 152213&#x0D;
Contact Person&#x0D;
	john doe&#x0D;
	111-111-1111&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 16:10:58.4740183, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150138&#x0D;
	Order #: 3072&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 16:04:47.3582958, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150134&#x0D;
	Order #: 3071&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:58:57.0431368, Author: Customer, Note: Reservation: 4:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 4:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150127&#x0D;
	Order #: 3070&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	Thanks!)    (Date: 2021-07-30 15:56:20.0582375, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150124&#x0D;
	Order #: 3069&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:51:46.2343535, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150117&#x0D;
	Order #: 3068&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:49:29.3688317, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150114&#x0D;
	Order #: 3067&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:44:56.4185934, Author: Customer, Note: Reservation: 2:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 2:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150111&#x0D;
	Order #: 3066&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-07-30 15:30:09.3459351, Author: Customer, Note: Reservation: 5:00 PM / John Doe / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 07/31/2021&#x0D;
	Time: 5:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 150097&#x0D;
	Order #: 3065&#x0D;
Contact Person&#x0D;
	John Doe&#x0D;
	425-345-6789&#x0D;
	email@email.com&#x0D;
Notes: &#x0D;
	n/a)","(Date: 2021-08-26 10:18:51.8071968, Author: Customer, Note: Reservation: 1:00 PM / Hank Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 1:00 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160435&#x0D;
	Order #: 3380&#x0D;
	Prepaid: $20.00&#x0D;
Contact Person&#x0D;
	Hank Huff&#x0D;
	512-555-5555&#x0D;
	hank@orderport.net&#x0D;
Notes: &#x0D;
	n/a)    (Date: 2021-08-26 09:18:39.5390286, Author: Customer, Note: Reservation: 2:30 PM / Hank Huff / 3 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Seattle Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 2:30 PM&#x0D;
	Guests: 3&#x0D;
	Reservation #: 160401&#x0D;
	Order #: 3376&#x0D;
	Prepaid: $22.02&#x0D;
Contact Person&#x0D;
	Hank Huff&#x0D;
	526-369-7895&#x0D;
	hank@orderport.net&#x0D;
Notes: &#x0D;
	test)",,N,N,9536
Black Diamond,Jack,Black,,333 Tropical Avenue,,Pasadena,CA,91107,UNITED STATES,234-765-8901,jack@black.com,5/26/1960 0:00,Jack,Black,,333 Tropical Avenue,,Pasadena,CA,91107,UNITED STATES,234-765-8901,jack@black.com,,,,,Y,Tasting Room,4/13/2021 9:52,,,"(Date: 2021-08-09 11:46:32.4130916, Author: Customer, Note: Reservation: 6:00 PM / Lisa Smith / 2 people&#x0D;
Details&#x0D;
	Location: Very Fine Winery Bellevue Tasting Room&#x0D;
	Date: 08/28/2021&#x0D;
	Time: 6:00 PM&#x0D;
	Guests: 2&#x0D;
	Reservation #: 154151&#x0D;
	Order #: 3162&#x0D;
	Prepaid: $44.04&#x0D;
Contact Person&#x0D;
	Lisa Smith&#x0D;
	205-555-3488&#x0D;
	lisasmith212@gmail.com&#x0D;
Notes: &#x0D;
	n/a)",,Y,N,9540
